| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 1240 m12 = 600 | 9.88537e-05, 0.000107503, 9.02044e-05 | 7.5804e-05, 0.000101816, 4.97916e-05 | 0.00982334, 0.0103202, 0.00932649 | 1.8175e-07, 2.16566e-07, 1.46935e-07 | 9.32939e-06, 1.50741e-05, 3.58464e-06 | 0.00014422, 0.000175788, 0.000112653 | 2.172e-05, 3.56702e-05, 7.76982e-06 | 1.558e-06, 2.97706e-06, 1.38943e-07 | 0.000116692, 0.000191656, 4.17277e-05 | 0.000329499, 0.000475731, 0.000183267 | 
| tanbeta = 10, m0 = 1240 m12 = 620 | 7.61956e-05, 8.3221e-05, 6.91703e-05 | 6.35344e-05, 8.55808e-05, 4.14881e-05 | 0.00802247, 0.00843059, 0.00761435 | 1.75042e-07, 2.0897e-07, 1.41114e-07 | 7.24449e-06, 1.18328e-05, 2.65622e-06 | 0.000114526, 0.000139962, 8.90889e-05 | 1.7179e-05, 2.85462e-05, 5.8118e-06 | 1.225e-06, 2.36925e-06, 8.07457e-08 | 8.00254e-05, 0.000133209, 2.68414e-05 | 0.000243701, 0.000355509, 0.000131894 | 
| tanbeta = 10, m0 = 1240 m12 = 640 | 5.87688e-05, 6.44227e-05, 5.31149e-05 | 5.32252e-05, 7.18252e-05, 3.46253e-05 | 0.00656489, 0.0068994, 0.00623038 | 1.6845e-07, 2.0145e-07, 1.3545e-07 | 5.67762e-06, 9.36859e-06, 1.98666e-06 | 9.17505e-05, 0.000112548, 7.09527e-05 | 1.3584e-05, 2.28631e-05, 4.30489e-06 | 9.51e-07, 1.8696e-06, 3.23953e-08 | 5.45504e-05, 9.20485e-05, 1.70523e-05 | 0.000179447, 0.000264678, 9.4215e-05 | 
| tanbeta = 10, m0 = 1240 m12 = 660 | 4.53871e-05, 4.98839e-05, 4.08902e-05 | 4.45469e-05, 6.04074e-05, 2.86864e-05 | 0.00538498, 0.0056586, 0.00511136 | 1.62112e-07, 1.93814e-07, 1.30411e-07 | 4.35933e-06, 7.27271e-06, 1.44595e-06 | 7.20204e-05, 8.86552e-05, 5.53856e-05 | 1.083e-05, 1.83585e-05, 3.30147e-06 | 7.41e-07, 1.47873e-06, 3.26798e-09 | 3.76811e-05, 6.44346e-05, 1.09275e-05 | 0.000132799, 0.000198326, 6.7273e-05 | 
| tanbeta = 10, m0 = 1240 m12 = 680 | 3.50192e-05, 3.865e-05, 3.13885e-05 | 3.72356e-05, 5.06318e-05, 2.38395e-05 | 0.00442919, 0.00465396, 0.00420442 | 1.55664e-07, 1.86472e-07, 1.24855e-07 | 3.37522e-06, 5.68656e-06, 1.06387e-06 | 5.69127e-05, 7.03166e-05, 4.35087e-05 | 8.52e-06, 1.46284e-05, 2.41163e-06 | 5.746e-07, 1.16499e-06, -1.57859e-08 | 2.60083e-05, 4.50518e-05, 6.96481e-06 | 9.78152e-05, 0.000147488, 4.81422e-05 | 
| tanbeta = 10, m0 = 1240 m12 = 700 | 2.71128e-05, 3.00195e-05, 2.42061e-05 | 3.11238e-05, 4.24843e-05, 1.97633e-05 | 0.00366455, 0.00385293, 0.00347617 | 1.49343e-07, 1.7916e-07, 1.19527e-07 | 2.58007e-06, 4.39174e-06, 7.68398e-07 | 4.46046e-05, 5.52927e-05, 3.39165e-05 | 6.727e-06, 1.17128e-05, 1.74119e-06 | 4.448e-07, 9.1583e-07, -2.62299e-08 | 1.77188e-05, 3.10436e-05, 4.39403e-06 | 7.16994e-05, 0.000109366, 3.4033e-05 | 
| tanbeta = 10, m0 = 1240 m12 = 720 | 2.09819e-05, 2.33737e-05, 1.85902e-05 | 2.59346e-05, 3.55019e-05, 1.63674e-05 | 0.00303152, 0.0031878, 0.00287524 | 1.43128e-07, 1.71908e-07, 1.14347e-07 | 1.96976e-06, 3.38257e-06, 5.56949e-07 | 3.48143e-05, 4.33127e-05, 2.63158e-05 | 5.314e-06, 9.36344e-06, 1.26456e-06 | 3.434e-07, 7.18256e-07, -3.1456e-08 | 1.21946e-05, 2.16046e-05, 2.78453e-06 | 5.25329e-05, 8.09437e-05, 2.41222e-05 | 
| tanbeta = 10, m0 = 1240 m12 = 740 | 1.62555e-05, 1.81867e-05, 1.43243e-05 | 2.16319e-05, 2.97222e-05, 1.35416e-05 | 0.00251417, 0.00264494, 0.0023834 | 1.37224e-07, 1.65082e-07, 1.09367e-07 | 1.48439e-06, 2.57353e-06, 3.95248e-07 | 2.68956e-05, 3.35201e-05, 2.0271e-05 | 4.188e-06, 7.47306e-06, 9.02936e-07 | 2.655e-07, 5.63984e-07, -3.29838e-08 | 8.41076e-06, 1.50626e-05, 1.75891e-06 | 3.82616e-05, 5.95795e-05, 1.69438e-05 | 
| tanbeta = 10, m0 = 1240 m12 = 760 | 1.25956e-05, 1.41676e-05, 1.10235e-05 | 1.80254e-05, 2.48342e-05, 1.12166e-05 | 0.00208495, 0.00219247, 0.00197743 | 1.31383e-07, 1.58351e-07, 1.04414e-07 | 1.13334e-06, 1.98418e-06, 2.82492e-07 | 2.08881e-05, 2.61501e-05, 1.56262e-05 | 3.304e-06, 5.96791e-06, 6.40094e-07 | 2.034e-07, 4.38689e-07, -3.1889e-08 | 5.79306e-06, 1.04792e-05, 1.10689e-06 | 2.79582e-05, 4.39774e-05, 1.19389e-05 | 
| tanbeta = 10, m0 = 1240 m12 = 780 | 9.76337e-06, 1.1047e-05, 8.47971e-06 | 1.49989e-05, 2.07247e-05, 9.27314e-06 | 0.00173885, 0.00182882, 0.00164888 | 1.25562e-07, 1.51611e-07, 9.95121e-08 | 8.4974e-07, 1.50146e-06, 1.98022e-07 | 1.60557e-05, 2.01693e-05, 1.19421e-05 | 2.6e-06, 4.75885e-06, 4.41152e-07 | 1.556e-07, 3.40637e-07, -2.94371e-08 | 3.99e-06, 7.28879e-06, 6.91212e-07 | 2.02877e-05, 3.22864e-05, 8.28888e-06 | 
| tanbeta = 10, m0 = 1240 m12 = 800 | 7.57437e-06, 8.62531e-06, 6.52343e-06 | 1.24713e-05, 1.73013e-05, 7.64124e-06 | 0.00145197, 0.0015273, 0.00137664 | 1.20113e-07, 1.45254e-07, 9.49732e-08 | 6.41012e-07, 1.14307e-06, 1.38955e-07 | 1.23211e-05, 1.55858e-05, 9.05638e-06 | 2.0435e-06, 3.79076e-06, 2.96244e-07 | 1.183e-07, 2.63204e-07, -2.66044e-08 | 2.71e-06, 5.03196e-06, 3.88041e-07 | 1.46737e-05, 2.35667e-05, 5.78071e-06 | 
| tanbeta = 10, m0 = 1240 m12 = 820 | 5.87272e-06, 6.73617e-06, 5.00926e-06 | 1.03656e-05, 1.44255e-05, 6.30562e-06 | 0.00121435, 0.00127785, 0.00115085 | 1.14687e-07, 1.38694e-07, 9.06806e-08 | 4.96e-07, 9.70129e-07, 2.18714e-08 | 8.62486e-06, 1.1662e-05, 5.58769e-06 | 1.6034e-06, 3.01542e-06, 1.91376e-07 | 8.97e-08, 2.02801e-07, -2.34012e-08 | 1.34e-06, 3.25777e-06, -5.77768e-07 | 9.61e-06, 1.66669e-05, 2.55313e-06 | 
| tanbeta = 10, m0 = 1240 m12 = 840 | 4.55711e-06, 5.26016e-06, 3.85406e-06 | 8.6148e-06, 1.20388e-05, 5.1908e-06 | 0.00101649, 0.00106949, 0.000963486 | 1.09416e-07, 1.32572e-07, 8.62598e-08 | 3.69e-07, 7.29236e-07, 8.764e-09 | 6.55514e-06, 8.91476e-06, 4.19552e-06 | 1.2579e-06, 2.39753e-06, 1.18265e-07 | 6.79e-08, 1.55737e-07, -1.99374e-08 | 8.98e-07, 2.23229e-06, -4.36286e-07 | 6.89e-06, 1.20829e-05, 1.6971e-06 | 
| tanbeta = 10, m0 = 1240 m12 = 860 | 3.53571e-06, 4.11487e-06, 2.95654e-06 | 7.15248e-06, 1.00213e-05, 4.28364e-06 | 0.000853801, 0.000898734, 0.000808868 | 1.04409e-07, 1.26673e-07, 8.21441e-08 | 2.73e-07, 5.4544e-07, 5.60306e-10 | 4.96422e-06, 6.79007e-06, 3.13838e-06 | 9.902e-07, 1.91095e-06, 6.94453e-08 | 5.125e-08, 1.1952e-07, -1.70197e-08 | 6.02e-07, 1.52634e-06, -3.22339e-07 | 4.91e-06, 8.72118e-06, 1.09882e-06 | 
| tanbeta = 10, m0 = 1240 m12 = 880 | 2.74739e-06, 3.22236e-06, 2.27241e-06 | 5.9331e-06, 8.3511e-06, 3.5151e-06 | 0.00071699, 0.00075478, 0.0006792 | 9.95331e-08, 1.20978e-07, 7.80882e-08 | 2.01e-07, 4.0559e-07, -3.5898e-09 | 3.7384e-06, 5.14278e-06, 2.33401e-06 | 7.772e-07, 1.5224e-06, 3.20004e-08 | 3.854e-08, 9.13187e-08, -1.42387e-08 | 4.02e-07, 1.03888e-06, -2.34881e-07 | 3.49e-06, 6.26599e-06, 7.14013e-07 | 
| tanbeta = 10, m0 = 1240 m12 = 900 | 2.13971e-06, 2.52264e-06, 1.75677e-06 | 4.9179e-06, 6.9379e-06, 2.89791e-06 | 0.00060366, 0.000635622, 0.000571698 | 9.48468e-08, 1.15386e-07, 7.43079e-08 | 1.47e-07, 2.99908e-07, -5.90781e-09 | 2.80465e-06, 3.88396e-06, 1.72534e-06 | 6.084e-07, 1.20607e-06, 1.0726e-08 | 2.883e-08, 6.94209e-08, -1.17609e-08 | 2.67e-07, 7.0344e-07, -1.6944e-07 | 2.46e-06, 4.46103e-06, 4.58967e-07 | 
| tanbeta = 10, m0 = 1240 m12 = 920 | 1.65984e-06, 1.97669e-06, 1.34299e-06 | 4.07701e-06, 5.77581e-06, 2.3782e-06 | 0.000508251, 0.000535218, 0.000481284 | 9.02961e-08, 1.10044e-07, 7.0548e-08 | 1.07e-07, 2.19992e-07, -5.99192e-09 | 2.09738e-06, 2.92063e-06, 1.27412e-06 | 4.762e-07, 9.57206e-07, -4.80645e-09 | 2.151e-08, 5.26853e-08, -9.66532e-09 | 1.76e-07, 4.73305e-07, -1.21305e-07 | 1.73e-06, 3.17449e-06, 2.85512e-07 | 
| tanbeta = 10, m0 = 1240 m12 = 940 | 1.28979e-06, 1.54815e-06, 1.03143e-06 | 3.37639e-06, 4.80237e-06, 1.9504e-06 | 0.000429266, 0.000452106, 0.000406426 | 8.58997e-08, 1.04771e-07, 6.70285e-08 | 7.73e-08, 1.60701e-07, -6.1009e-09 | 1.55294e-06, 2.17739e-06, 9.28483e-07 | 3.733e-07, 7.60831e-07, -1.4231e-08 | 1.6e-08, 3.97984e-08, -7.79836e-09 | 1.16e-07, 3.171e-07, -8.51002e-08 | 1.21e-06, 2.24375e-06, 1.76253e-07 | 
| tanbeta = 10, m0 = 1240 m12 = 960 | 1.003e-06, 1.21301e-06, 7.92991e-07 | 2.80051e-06, 3.99656e-06, 1.60447e-06 | 0.000362009, 0.000380962, 0.000343056 | 8.16853e-08, 9.97823e-08, 6.35883e-08 | 5.55e-08, 1.16593e-07, -5.59261e-09 | 1.14651e-06, 1.6195e-06, 6.73514e-07 | 2.914e-07, 6.03121e-07, -2.03215e-08 | 1.187e-08, 2.99824e-08, -6.24242e-09 | 7.54e-08, 2.10627e-07, -5.9827e-08 | 8.41e-07, 1.57891e-06, 1.03095e-07 | 
| tanbeta = 10, m0 = 1240 m12 = 980 | 7.79409e-07, 9.50801e-07, 6.08018e-07 | 2.32265e-06, 3.3255e-06, 1.3198e-06 | 0.00030667, 0.000322684, 0.000290656 | 7.76557e-08, 9.49966e-08, 6.03149e-08 | 3.96e-08, 8.39473e-08, -4.74732e-09 | 8.44256e-07, 1.19974e-06, 4.88776e-07 | 2.272e-07, 4.76615e-07, -2.22154e-08 | 8.75e-09, 2.2478e-08, -4.97802e-09 | 4.88e-08, 1.38758e-07, -4.11582e-08 | 5.8e-07, 1.09858e-06, 6.14234e-08 | 
| tanbeta = 10, m0 = 1240 m12 = 1000 | 6.07104e-07, 7.45397e-07, 4.68811e-07 | 1.92646e-06, 2.76808e-06, 1.08484e-06 | 0.000259591, 0.000273068, 0.000246114 | 7.37614e-08, 9.03459e-08, 5.71768e-08 | 2.8e-08, 5.99426e-08, -3.94258e-09 | 6.16898e-07, 8.84611e-07, 3.49184e-07 | 1.7756e-07, 3.77437e-07, -2.23166e-08 | 6.43e-09, 1.67472e-08, -3.88724e-09 | 3.13e-08, 9.065e-08, -2.805e-08 | 3.98e-07, 7.62626e-07, 3.33743e-08 | 
| tanbeta = 10, m0 = 1260 m12 = 100 | 0.110073, 0.120999, 0.0991461 | 0.00210056, 0.00269009, 0.00151103 | 74.5147, 81.3028, 67.7266 | 2.62287e-07, 3.09101e-07, 2.15472e-07 | 0.00047288, 0.000645618, 0.000300142 | 0.00482316, 0.0057548, 0.00389152 | 0.002474, 0.00333779, 0.00161021 | 0.0001323, 0.00019727, 6.73295e-05 | 65.8723, 76.7882, 54.9564 | 0.723065, 0.853671, 0.59246 | 
| tanbeta = 10, m0 = 1260 m12 = 120 | 0.0787686, 0.0865977, 0.0709395 | 0.00196794, 0.00252339, 0.0014125 | 27.5928, 29.8285, 25.3571 | 2.60436e-07, 3.0688e-07, 2.13992e-07 | 0.000454199, 0.000620941, 0.000287458 | 0.0046758, 0.00557197, 0.00377964 | 0.002244, 0.00303376, 0.00145424 | 0.0001224, 0.000183757, 6.10429e-05 | 24.6086, 28.664, 20.5533 | 0.500356, 0.592813, 0.4079 | 
| tanbeta = 10, m0 = 1260 m12 = 140 | 0.0570866, 0.0624933, 0.0516798 | 0.00182661, 0.00234384, 0.00130937 | 13.2041, 14.1803, 12.2279 | 2.58173e-07, 3.04286e-07, 2.12059e-07 | 0.000431856, 0.000591391, 0.000272322 | 0.00447911, 0.00533403, 0.00362419 | 0.002004, 0.00272154, 0.00128646 | 0.0001125, 0.000169313, 5.5687e-05 | 10.3166, 12.0377, 8.59537 | 0.352203, 0.419329, 0.285078 | 
| tanbeta = 10, m0 = 1260 m12 = 160 | 0.0419435, 0.0458811, 0.0380059 | 0.0016789, 0.00215837, 0.00119943 | 7.19066, 7.68186, 6.69946 | 2.55627e-07, 3.01608e-07, 2.09647e-07 | 0.000405075, 0.000555571, 0.000254579 | 0.00424283, 0.00505262, 0.00343304 | 0.0017637, 0.00240446, 0.00112294 | 0.0001008, 0.000152829, 4.87712e-05 | 4.74, 5.58208, 3.89792 | 0.250522, 0.299789, 0.201256 | 
| tanbeta = 10, m0 = 1260 m12 = 180 | 0.0309564, 0.0338896, 0.0280233 | 0.0015309, 0.00197119, 0.00109061 | 4.23391, 4.50912, 3.9587 | 2.52815e-07, 2.98326e-07, 2.07304e-07 | 0.000372769, 0.000512178, 0.000233359 | 0.00394571, 0.00470157, 0.00318984 | 0.0015337, 0.00210428, 0.00096312 | 8.973e-05, 0.000136798, 4.26617e-05 | 2.32, 2.76115, 1.87885 | 0.179085, 0.215189, 0.142982 | 
| tanbeta = 10, m0 = 1260 m12 = 200 | 0.0229511, 0.0251044, 0.0207977 | 0.00138594, 0.0017876, 0.000984279 | 2.65043, 2.81404, 2.48682 | 2.49788e-07, 2.94803e-07, 2.04773e-07 | 0.000341857, 0.000471377, 0.000212337 | 0.00364638, 0.00434068, 0.00295207 | 0.0013242, 0.0018228, 0.000825598 | 7.885e-05, 0.000121091, 3.66085e-05 | 1.19, 1.43181, 0.948193 | 0.130034, 0.157351, 0.102716 | 
| tanbeta = 10, m0 = 1260 m12 = 220 | 0.0170998, 0.0186932, 0.0155065 | 0.0012445, 0.00160889, 0.000880115 | 1.72697, 1.83023, 1.62371 | 2.4633e-07, 2.9094e-07, 2.01721e-07 | 0.000307154, 0.000425486, 0.000188821 | 0.00331782, 0.00394539, 0.00269026 | 0.0011254, 0.00156211, 0.000688688 | 6.87e-05, 0.00010626, 3.114e-05 | 0.643, 0.782084, 0.503916 | 0.0944683, 0.115125, 0.0738111 | 
| tanbeta = 10, m0 = 1260 m12 = 240 | 0.0128041, 0.013993, 0.0116152 | 0.00111027, 0.00143743, 0.000783122 | 1.16361, 1.23121, 1.09601 | 2.42586e-07, 2.86581e-07, 1.98591e-07 | 0.000274901, 0.000382124, 0.000167678 | 0.0030048, 0.0035733, 0.0024363 | 0.0009422, 0.00131745, 0.00056695 | 5.908e-05, 9.20926e-05, 2.60674e-05 | 0.357, 0.439113, 0.274887 | 0.0690718, 0.084667, 0.0534766 | 
| tanbeta = 10, m0 = 1260 m12 = 260 | 0.00959914, 0.0104866, 0.00871166 | 0.000983965, 0.0012755, 0.000692428 | 0.805443, 0.850898, 0.759988 | 2.3871e-07, 2.82184e-07, 1.95236e-07 | 0.000241178, 0.000337359, 0.000144996 | 0.00267217, 0.00317983, 0.0021645 | 0.000749, 0.00105146, 0.000446544 | 5.044e-05, 7.92777e-05, 2.16023e-05 | 0.204, 0.253941, 0.154059 | 0.0504673, 0.0622416, 0.0386929 | 
| tanbeta = 10, m0 = 1260 m12 = 280 | 0.00722863, 0.00790203, 0.00655523 | 0.000867877, 0.00112752, 0.000608233 | 0.570309, 0.601903, 0.538715 | 2.34553e-07, 2.77422e-07, 1.91685e-07 | 0.000210611, 0.000296324, 0.000124898 | 0.00236874, 0.00282049, 0.00191699 | 0.0006445, 0.00091311, 0.000375891 | 4.275e-05, 6.77677e-05, 1.77323e-05 | 0.119, 0.149937, 0.0880627 | 0.0371518, 0.0461576, 0.028146 | 
| tanbeta = 10, m0 = 1260 m12 = 300 | 0.00545194, 0.00594525, 0.00495864 | 0.000760638, 0.000988663, 0.000532613 | 0.411297, 0.433754, 0.38884 | 2.301e-07, 2.72192e-07, 1.88007e-07 | 0.000179938, 0.000255112, 0.000104765 | 0.00206603, 0.00246178, 0.00167027 | 0.000539, 0.000770685, 0.000307315 | 3.584e-05, 5.72982e-05, 1.43818e-05 | 0.0715, 0.0911846, 0.0518154 | 0.0272671, 0.0340853, 0.020449 | 
| tanbeta = 10, m0 = 1260 m12 = 320 | 0.00412044, 0.00449843, 0.00374245 | 0.000664056, 0.000865218, 0.000462894 | 0.300912, 0.316949, 0.284875 | 2.25572e-07, 2.67087e-07, 1.84057e-07 | 0.000154093, 0.000220155, 8.80301e-05 | 0.00179234, 0.00213771, 0.00144696 | 0.0004451, 0.000641937, 0.000248263 | 2.99e-05, 4.83306e-05, 1.14694e-05 | 0.043447, 0.0561706, 0.0307234 | 0.0202151, 0.025441, 0.0149892 | 
| tanbeta = 10, m0 = 1260 m12 = 340 | 0.00312005, 0.00339841, 0.00284169 | 0.000576717, 0.000751868, 0.000401565 | 0.223355, 0.23507, 0.21164 | 2.2061e-07, 2.61638e-07, 1.79582e-07 | 0.000130622, 0.000187754, 7.34902e-05 | 0.00154544, 0.0018485, 0.00124238 | 0.0003641, 0.000529492, 0.000198708 | 2.483e-05, 4.05336e-05, 9.12642e-06 | 0.0267677, 0.0351872, 0.0183483 | 0.0149899, 0.0190544, 0.0109255 | 
| tanbeta = 10, m0 = 1260 m12 = 360 | 0.00236848, 0.0025774, 0.00215957 | 0.000499159, 0.000651993, 0.000346326 | 0.168061, 0.17683, 0.159292 | 2.15699e-07, 2.55847e-07, 1.75552e-07 | 0.000110041, 0.000159085, 6.09975e-05 | 0.0013325, 0.00159421, 0.00107079 | 0.0002936, 0.000431235, 0.000155965 | 2.043e-05, 3.36784e-05, 7.18159e-06 | 0.0167389, 0.0224121, 0.0110657 | 0.0111756, 0.0143382, 0.00801309 | 
| tanbeta = 10, m0 = 1260 m12 = 380 | 0.00179926, 0.00195464, 0.00164389 | 0.000430645, 0.000563762, 0.000297528 | 0.127766, 0.13439, 0.121142 | 2.10536e-07, 2.49881e-07, 1.71192e-07 | 9.13661e-05, 0.000133201, 4.95308e-05 | 0.00113002, 0.00135187, 0.000908164 | 0.0002377, 0.000351979, 0.000123421 | 1.67e-05, 2.78839e-05, 5.51606e-06 | 0.0105566, 0.0143819, 0.00673125 | 0.0082443, 0.0106642, 0.00582435 | 
| tanbeta = 10, m0 = 1260 m12 = 400 | 0.00136862, 0.00148389, 0.00125336 | 0.00036988, 0.000485462, 0.000254298 | 0.0978697, 0.102903, 0.0928359 | 2.05351e-07, 2.44139e-07, 1.66563e-07 | 7.5662e-05, 0.000111224, 4.00998e-05 | 0.000951316, 0.00113897, 0.000763662 | 0.0001923, 0.000286759, 9.78407e-05 | 1.363e-05, 2.29817e-05, 4.27833e-06 | 0.00676379, 0.00937804, 0.00414954 | 0.00612009, 0.00798785, 0.00425234 | 
| tanbeta = 10, m0 = 1260 m12 = 420 | 0.00104267, 0.0011286, 0.000956748 | 0.000316536, 0.000416438, 0.000216634 | 0.0756972, 0.0795619, 0.0718325 | 1.99945e-07, 2.37853e-07, 1.62037e-07 | 6.20178e-05, 9.20341e-05, 3.20015e-05 | 0.000796049, 0.000954527, 0.000637571 | 0.00015428, 0.000232649, 7.59115e-05 | 1.106e-05, 1.8825e-05, 3.29501e-06 | 0.00440424, 0.0062189, 0.00258958 | 0.00456245, 0.00601068, 0.00311421 | 
| tanbeta = 10, m0 = 1260 m12 = 440 | 0.000795144, 0.000859514, 0.000730774 | 0.000270303, 0.000356058, 0.000184549 | 0.0590522, 0.0620714, 0.056033 | 1.94469e-07, 2.31622e-07, 1.57317e-07 | 5.07776e-05, 7.60644e-05, 2.54907e-05 | 0.000665492, 0.000798652, 0.000532333 | 0.00012465, 0.000189148, 6.01521e-05 | 8.94e-06, 1.54123e-05, 2.46767e-06 | 0.00284567, 0.00409339, 0.00159795 | 0.00338464, 0.00450534, 0.00226394 | 
| tanbeta = 10, m0 = 1260 m12 = 460 | 0.00060776, 0.000656551, 0.000558969 | 0.00023036, 0.000304242, 0.000156478 | 0.0463167, 0.048669, 0.0439644 | 1.89096e-07, 2.25278e-07, 1.52913e-07 | 4.11512e-05, 6.22336e-05, 2.00687e-05 | 0.000551047, 0.000662255, 0.00043984 | 9.952e-05, 0.000152737, 4.63035e-05 | 7.18e-06, 1.25366e-05, 1.82341e-06 | 0.00186663, 0.00273059, 0.00100268 | 0.00251189, 0.00337622, 0.00164756 | 
| tanbeta = 10, m0 = 1260 m12 = 480 | 0.000467564, 0.000505158, 0.00042997 | 0.000195768, 0.000258981, 0.000132555 | 0.0365607, 0.0384099, 0.0347115 | 1.83554e-07, 2.19039e-07, 1.48068e-07 | 3.30786e-05, 5.04881e-05, 1.56691e-05 | 0.000452987, 0.000545664, 0.000360311 | 7.963e-05, 0.000123106, 3.61542e-05 | 5.743e-06, 1.01495e-05, 1.3365e-06 | 0.00124248, 0.00184744, 0.000637533 | 0.00186868, 0.00253991, 0.00119744 | 
| tanbeta = 10, m0 = 1260 m12 = 500 | 0.000358534, 0.000386537, 0.000330531 | 0.000165947, 0.000220194, 0.000111701 | 0.029032, 0.0304939, 0.0275701 | 1.77955e-07, 2.12587e-07, 1.43322e-07 | 2.65345e-05, 4.0971e-05, 1.20981e-05 | 0.000372075, 0.000448661, 0.000295489 | 6.356e-05, 9.93842e-05, 2.77358e-05 | 4.586e-06, 8.21381e-06, 9.58186e-07 | 0.000825614, 0.00124965, 0.000401577 | 0.0013836, 0.00189926, 0.000867944 | 
| tanbeta = 10, m0 = 1260 m12 = 520 | 0.000276266, 0.000297951, 0.000254581 | 0.000140431, 0.000186775, 9.40872e-05 | 0.0231795, 0.0243468, 0.0220122 | 1.72343e-07, 2.06066e-07, 1.3862e-07 | 2.12536e-05, 3.31597e-05, 9.34755e-06 | 0.000304955, 0.000368862, 0.000241047 | 5.066e-05, 8.00328e-05, 2.12872e-05 | 3.647e-06, 6.61824e-06, 6.7576e-07 | 0.000549792, 0.000846652, 0.000252931 | 0.00103054, 0.00143072, 0.000630363 | 
| tanbeta = 10, m0 = 1260 m12 = 540 | 0.000212191, 0.000229231, 0.00019515 | 0.000118626, 0.000158193, 7.90584e-05 | 0.0186182, 0.0195587, 0.0176777 | 1.66729e-07, 1.99594e-07, 1.33863e-07 | 1.69277e-05, 2.66822e-05, 7.17321e-06 | 0.000247364, 0.000299689, 0.00019504 | 4.038e-05, 6.44104e-05, 1.63496e-05 | 2.891e-06, 5.31547e-06, 4.66531e-07 | 0.000370827, 0.000580142, 0.000161511 | 0.000765222, 0.00107267, 0.000457776 | 
| tanbeta = 10, m0 = 1260 m12 = 560 | 0.000163069, 0.000176612, 0.000149526 | 0.000100014, 0.000133785, 6.62428e-05 | 0.0149985, 0.0157555, 0.0142415 | 1.61214e-07, 1.9333e-07, 1.29097e-07 | 1.32707e-05, 2.11106e-05, 5.43076e-06 | 0.000198943, 0.000241861, 0.000156025 | 3.215e-05, 5.17966e-05, 1.25034e-05 | 2.284e-06, 4.25788e-06, 3.10123e-07 | 0.000250944, 0.000398896, 0.000102992 | 0.000567334, 0.000803573, 0.000331094 | 
| tanbeta = 10, m0 = 1260 m12 = 580 | 0.000125447, 0.000136153, 0.000114741 | 8.42682e-05, 0.000113002, 5.55341e-05 | 0.0121481, 0.0127626, 0.0115336 | 1.55638e-07, 1.86923e-07, 1.24354e-07 | 1.05209e-05, 1.69019e-05, 4.1399e-06 | 0.000161165, 0.000196677, 0.000125654 | 2.56e-05, 4.17241e-05, 9.4759e-06 | 1.794e-06, 3.39269e-06, 1.95308e-07 | 0.000170604, 0.000275857, 6.53504e-05 | 0.000421629, 0.000603353, 0.000239905 | 
| tanbeta = 10, m0 = 1260 m12 = 600 | 9.65709e-05, 0.000105198, 8.79434e-05 | 7.08207e-05, 9.52118e-05, 4.64297e-05 | 0.00987671, 0.0103783, 0.00937508 | 1.50176e-07, 1.80513e-07, 1.1984e-07 | 8.17847e-06, 1.32837e-05, 3.07321e-06 | 0.000128417, 0.000157298, 9.95372e-05 | 2.032e-05, 3.34764e-05, 7.16361e-06 | 1.407e-06, 2.7012e-06, 1.12797e-07 | 0.000115773, 0.000189983, 4.15632e-05 | 0.000310588, 0.000449885, 0.000171292 | 
| tanbeta = 10, m0 = 1260 m12 = 620 | 7.45272e-05, 8.13152e-05, 6.77393e-05 | 5.9453e-05, 8.01741e-05, 3.8732e-05 | 0.00805454, 0.0084642, 0.00764488 | 1.44612e-07, 1.74146e-07, 1.15078e-07 | 6.41571e-06, 1.05331e-05, 2.29832e-06 | 0.000102875, 0.000126093, 7.96566e-05 | 1.6101e-05, 2.68073e-05, 5.39471e-06 | 1.104e-06, 2.15106e-06, 5.69416e-08 | 7.95514e-05, 0.000132375, 2.67278e-05 | 0.000230645, 0.000337176, 0.000124114 | 
| tanbeta = 10, m0 = 1260 m12 = 640 | 5.75193e-05, 6.3047e-05, 5.19916e-05 | 4.98944e-05, 6.75478e-05, 3.2241e-05 | 0.00658676, 0.00692224, 0.00625128 | 1.39352e-07, 1.67905e-07, 1.10798e-07 | 4.97837e-06, 8.25619e-06, 1.70055e-06 | 8.15195e-05, 0.000100178, 6.28612e-05 | 1.2725e-05, 2.14767e-05, 3.97328e-06 | 8.62e-07, 1.70404e-06, 1.99622e-08 | 5.42349e-05, 9.15363e-05, 1.69334e-05 | 0.000169185, 0.000250137, 8.82334e-05 | 
| tanbeta = 10, m0 = 1260 m12 = 660 | 4.45023e-05, 4.8983e-05, 4.00215e-05 | 4.17788e-05, 5.66654e-05, 2.68923e-05 | 0.00540041, 0.00567476, 0.00512606 | 1.34037e-07, 1.61794e-07, 1.0628e-07 | 3.86014e-06, 6.47316e-06, 1.24712e-06 | 6.45234e-05, 7.96301e-05, 4.94166e-05 | 1.0116e-05, 1.72644e-05, 2.96761e-06 | 6.72e-07, 1.34802e-06, -4.02059e-09 | 3.74074e-05, 6.39394e-05, 1.08754e-05 | 0.000125492, 0.000187688, 6.32961e-05 | 
